infos
1 km,140 LE,2184 cm3,Dízel,Kishaszon,Új,Eladó,3 fő,Manuális
1 km,140 LE,2184 cm3,Dízel,Kishaszon,Új,Eladó,3 fő,Manuális
1 km,140 LE,2184 cm3,Dízel,Kishaszon,Új,Eladó,3 fő,Manuális
8 km,147 LE,1498 cm3,Benzin,Crossover,Új,Eladó,5 ajtós,5 fő,Manuális
85 575 km,200 LE,1968 cm3,Dízel,Kombi,Használt,Eladó,5 ajtós,5 fő,Duplakuplung
1 km,136 LE,1997 cm3,Dízel,Kishaszon,Új,Eladó,3 fő,Manuális
1 km,136 LE,1997 cm3,Dízel,Kishaszon,Új,Eladó,3 fő,Manuális
66 209 km,163 LE,1968 cm3,Dízel,Ferdehátú,Használt,Eladó,5 fő
62 436 km,170 LE,Elektr.,Ferdehátú,Használt,Eladó,5 ajtós,4 fő,Fokozatmentes
93 614 km,150 LE,1395 cm3,Benzin,Crossover,Használt,Eladó,7 fő
48 347 km,180 LE,1999 cm3,Dízel,Crossover,Használt,Eladó,5 ajtós,5 fő,Tiptronic
8 km,131 LE,1469 cm3,Hibrid,Crossover,Új,Eladó,5 ajtós,5 fő,Automata
1 km,131 LE,1499 cm3,Dízel,Crossover,Új,Eladó,5 ajtós,5 fő
1 km,131 LE,1499 cm3,Dízel,Crossover,Új,Eladó,5 ajtós,5 fő
6 071 km,150 LE,2393 cm3,Dízel,Kishaszon,Használt,Eladó,4 ajtós,5 fő,Manuális
800 km,140 LE,1333 cm3,Benzin,Crossover,Új,Eladó,5 ajtós,5 fő,Manuális
0 km,140 LE,1797 cm3,Hibrid,Ferdehátú,Új,Eladó,5 ajtós,Tiptronic
1 km,140 LE,1798 cm3,Benzin,Ferdehátú,Új,Eladó,5 ajtós,5 fő,Tiptronic
4 km,146 LE,2299 cm3,Dízel,Kishaszon,Új,Eladó,2 ajtós,3 fő,Manuális
5 km,125 LE,999 cm3,Hibrid,Ferdehátú,Új,Eladó,5 ajtós,5 fő,Manuális
1 km,122 LE,1998 cm3,Benzin,Ferdehátú,Új,Eladó,5 ajtós,5 fő,Manuális
12 km,102 LE,1499 cm3,Dízel,Nincs adat a kivitelről,Új,Eladó,Manuális
1 km,102 LE,1499 cm3,Dízel,Nincs adat a kivitelről,Új,Eladó,Manuális
1 km,102 LE,1499 cm3,Dízel,Nincs adat a kivitelről,Új,Eladó,Manuális
1 km,102 LE,1499 cm3,Dízel,Nincs adat a kivitelről,Új,Eladó,Manuális
13 km,120 LE,2179 cm3,Dízel,Nincs adat a kivitelről,Új,Eladó,Manuális
20 km,120 LE,2179 cm3,Dízel,Nincs adat a kivitelről,Új,Eladó,Manuális
0 km,120 LE,2179 cm3,Dízel,Nincs adat a kivitelről,Új,Eladó,Manuális
0 km,120 LE,2179 cm3,Dízel,Nincs adat a kivitelről,Új,Eladó,Manuális
1 km,120 LE,2179 cm3,Dízel,Nincs adat a kivitelről,Új,Eladó,Manuális
1 km,131 LE,1469 cm3,Hibrid,Crossover,Új,Eladó,5 fő,Automata
1 km,150 LE,1498 cm3,Benzin,Crossover,Új,Eladó,5 fő,Manuális
1 km,125 LE,1998 cm3,Dízel,Kishaszon,Új,Eladó,3 fő,Manuális
1 km,125 LE,1998 cm3,Dízel,Kishaszon,Új,Eladó,3 fő,Manuális
1 km,125 LE,1998 cm3,Dízel,Kishaszon,Új,Eladó,3 fő,Manuális
0 km,122 LE,1998 cm3,Benzin,Crossover,Új,Eladó,5 ajtós,5 fő,Manuális
8 km,204 LE,1598 cm3,Benzin,Ferdehátú,Új,Eladó,5 ajtós,5 fő,Manuális
0 km,122 LE,1998 cm3,Benzin,Ferdehátú,Új,Eladó,5 ajtós,5 fő,Tiptronic
1 km,120 LE,2179 cm3,Dízel,Nincs adat a kivitelről,Új,Eladó,Manuális
0 km,140 LE,1798 cm3,Benzin,Ferdehátú,Új,Eladó,5 ajtós,5 fő,Tiptronic
0 km,150 LE,1998 cm3,Benzin,Ferdehátú,Új,Eladó,5 ajtós,5 fő,Manuális
1 km,120 LE,1998 cm3,Dízel,Crossover,Új,Eladó,5 fő
10 km,101 LE,1498 cm3,Dízel,Kishaszon,Új,Eladó,5 ajtós,2 fő,Manuális
148 023 km,194 LE,1950 cm3,Dízel,Kombi,Használt,Eladó,5 ajtós,5 fő,Tiptronic
0 km,122 LE,1998 cm3,Benzin,Lépcsőshátú,Új,Eladó,4 ajtós,5 fő,Tiptronic
10 km,102 LE,1499 cm3,Dízel,Nincs adat a kivitelről,Új,Eladó,Manuális
3 km,102 LE,1499 cm3,Dízel,Nincs adat a kivitelről,Új,Eladó,Manuális
1 km,136 LE,1997 cm3,Dízel,Kishaszon,Új,Eladó,3 fő,Manuális
5 km,98 LE,1798 cm3,Benzin,Nincs adat a kivitelről,Új,Eladó,5 ajtós,5 fő,Fokozatmentes
10 km,150 LE,1998 cm3,Benzin,Crossover,Új,Eladó,5 ajtós,5 fő,Manuális
1 km,170 LE,1996 cm3,Dízel,Nincs adat a kivitelről,Új,Eladó,Manuális
1 km,170 LE,1996 cm3,Dízel,Nincs adat a kivitelről,Új,Eladó,Manuális
8 km,147 LE,1498 cm3,Benzin,Crossover,Új,Eladó,5 ajtós,5 fő,Automata
5 km,131 LE,1995 cm3,Dízel,Nincs adat a kivitelről,Új,Eladó,Manuális
1 km,120 LE,1499 cm3,Dízel,Kishaszon,Új,Eladó,4 ajtós,3 fő,Manuális
4 km,125 LE,999 cm3,Benzin,Ferdehátú,Új,Eladó,Manuális
1 km,136 LE,1999 cm3,Dízel,Kishaszon,Új,Eladó,3 fő
3 km,131 LE,1199 cm3,Benzin,Ferdehátú,Új,Eladó,Automata
1 km,170 LE,1995 cm3,Dízel,Pickup,Új,Eladó,5 fő
4 842 km,128 LE,1199 cm3,Benzin,Crossover,Új,Eladó,5 ajtós,7 fő,Manuális
3 km,162 LE,2179 cm3,Dízel,Kishaszon,Új,Eladó,4 ajtós,3 fő
20 km,98 LE,1798 cm3,Benzin,Nincs adat a kivitelről,Új,Eladó,5 ajtós,5 fő,Fokozatmentes
5 km,128 LE,1332 cm3,Benzin,Egyterű,Új,Eladó,5 ajtós,5 fő,Manuális
1 km,170 LE,1996 cm3,Dízel,Nincs adat a kivitelről,Új,Eladó,Automata
1 km,170 LE,1996 cm3,Dízel,Nincs adat a kivitelről,Új,Eladó,Automata
5 km,150 LE,2393 cm3,Dízel,Kishaszon,Új,Eladó,4 ajtós,5 fő,Manuális
257 326 km,286 LE,2967 cm3,Dízel,Kombi,Használt,Eladó,5 ajtós,5 fő,Tiptronic
32 429 km,150 LE,1968 cm3,Dízel,Lépcsőshátú,Használt,Eladó,5 fő
3 km,158 LE,1482 cm3,Benzin,Crossover,Új,Eladó,5 ajtós,5 fő,Automata
3 km,158 LE,1482 cm3,Benzin,Crossover,Új,Eladó,5 ajtós,5 fő,Automata
3 km,158 LE,1482 cm3,Benzin,Crossover,Új,Eladó,5 ajtós,5 fő,Automata
2 km,150 LE,1499 cm3,Benzin,Crossover,Új,Eladó,5 ajtós,5 fő,Manuális
10 km,125 LE,999 cm3,Benzin,Crossover,Új,Eladó,5 ajtós
10 km,125 LE,999 cm3,Benzin,Crossover,Új,Eladó,5 ajtós
0 km,131 LE,1199 cm3,Benzin,Ferdehátú,Új,Eladó,Automata
0 km,131 LE,1199 cm3,Benzin,Ferdehátú,Új,Eladó,Automata
1 km,170 LE,1999 cm3,Dízel,Kishaszon,Új,Eladó,3 fő
1 km,131 LE,1998 cm3,Dízel,Kishaszon,Új,Eladó,3 fő,Manuális
1 km,170 LE,1996 cm3,Dízel,Pickup,Új,Eladó,5 fő,Manuális
1 km,131 LE,1998 cm3,Dízel,Kishaszon,Új,Eladó,3 fő,Manuális
1 km,131 LE,1998 cm3,Dízel,Kishaszon,Új,Eladó,3 fő,Manuális
1 km,125 LE,1998 cm3,Dízel,Kishaszon,Új,Eladó,3 fő,Manuális
1 km,125 LE,1998 cm3,Dízel,Kishaszon,Új,Eladó,3 fő,Manuális
1 km,131 LE,1199 cm3,Benzin,Ferdehátú,Új,Eladó,Automata
0 km,201 LE,1598 cm3,Benzin,Ferdehátú,Új,Eladó,5 ajtós,5 fő,Manuális
0 km,140 LE,1332 cm3,Benzin,Crossover,Új,Eladó,5 ajtós,5 fő,Duplakuplung
0 km,150 LE,1998 cm3,Benzin,Ferdehátú,Új,Eladó,5 ajtós,5 fő,Manuális
1 km,131 LE,1998 cm3,Kishaszon,Új,Eladó,2 ajtós,Manuális
3 km,131 LE,1995 cm3,Dízel,Nincs adat a kivitelről,Új,Eladó,Manuális
3 km,131 LE,1995 cm3,Dízel,Nincs adat a kivitelről,Új,Eladó,Manuális
1 km,152 LE,1987 cm3,Benzin,Crossover,Új,Eladó,5 ajtós,5 fő,Tiptronic
0 km,128 LE,1332 cm3,Benzin,Egyterű,Új,Eladó,5 ajtós,5 fő,Manuális
5 km,160 LE,1482 cm3,Benzin,Crossover,Új,Eladó,5 ajtós,5 fő,Automata
2 km,128 LE,1499 cm3,Dízel,Crossover,Új,Eladó,5 ajtós,5 fő,Tiptronic
1 km,165 LE,1368 cm3,Benzin,Ferdehátú,Új,Eladó,4 fő,Manuális
5 447 km,150 LE,1499 cm3,Benzin,Crossover,Új,Eladó,Manuális
1 km,102 LE,1462 cm3,Hibrid,Crossover,Új,Eladó,5 fő,Automata
1 km,165 LE,1368 cm3,Benzin,Ferdehátú,Új,Eladó,4 fő,Manuális
5 km,125 LE,999 cm3,Hibrid,Kombi,Új,Eladó,5 ajtós,5 fő,Manuális
5 km,144 LE,1997 cm3,Dízel,Kishaszon,Új,Eladó,5 ajtós,3 fő,Manuális
1 km,131 LE,1998 cm3,Dízel,Kishaszon,Új,Eladó,3 fő,Manuális
1 km,131 LE,1998 cm3,Dízel,Kishaszon,Új,Eladó,3 fő,Manuális
6 000 km,92 LE,1490 cm3,Benzin,Kombi,Új,Eladó,5 ajtós,5 fő,Fokozatmentes
5 km,98 LE,1798 cm3,Hibrid,Ferdehátú,Új,Eladó,5 ajtós,5 fő,Tiptronic
1 km,98 LE,1798 cm3,Benzin,Lépcsőshátú,Új,Eladó,4 ajtós,5 fő,Fokozatmentes
1 km,150 LE,1997 cm3,Dízel,Kishaszon,Új,Eladó,3 fő,Manuális
1 km,150 LE,1997 cm3,Dízel,Kishaszon,Új,Eladó,3 fő,Manuális
1 km,150 LE,1997 cm3,Dízel,Kishaszon,Új,Eladó,3 fő,Manuális
0 km,165 LE,2299 cm3,Dízel,Kishaszon,Új,Eladó
5 km,131 LE,1995 cm3,Dízel,Nincs adat a kivitelről,Új,Eladó,Manuális
10 km,150 LE,1998 cm3,Benzin,Ferdehátú,Új,Eladó,5 ajtós,5 fő,Manuális
5 km,106 LE,1995 cm3,Dízel,Nincs adat a kivitelről,Új,Eladó,Manuális
5 km,106 LE,1995 cm3,Dízel,Nincs adat a kivitelről,Új,Eladó,Manuális
5 km,106 LE,1995 cm3,Dízel,Nincs adat a kivitelről,Új,Eladó,Manuális
5 km,106 LE,1995 cm3,Dízel,Nincs adat a kivitelről,Új,Eladó,Manuális
5 km,106 LE,1995 cm3,Dízel,Nincs adat a kivitelről,Új,Eladó,Manuális
5 km,106 LE,1995 cm3,Dízel,Nincs adat a kivitelről,Új,Eladó,Manuális
0 km,102 LE,1499 cm3,Dízel,Nincs adat a kivitelről,Új,Eladó,Manuális
1 km,140 LE,2184 cm3,Dízel,Kishaszon,Új,Eladó,3 fő,Manuális
1 km,140 LE,2184 cm3,Dízel,Kishaszon,Új,Eladó,3 fő,Manuális
1 km,140 LE,2184 cm3,Dízel,Kishaszon,Új,Eladó,3 fő,Manuális
1 km,140 LE,2184 cm3,Dízel,Kishaszon,Új,Eladó,3 fő,Manuális
1 km,140 LE,2184 cm3,Dízel,Kishaszon,Új,Eladó,3 fő,Manuális
1 km,140 LE,2184 cm3,Dízel,Kishaszon,Új,Eladó,3 fő,Manuális
1 km,140 LE,2184 cm3,Dízel,Kishaszon,Új,Eladó,3 fő,Manuális
1 km,140 LE,2184 cm3,Dízel,Kishaszon,Új,Eladó,3 fő,Manuális
1 km,140 LE,2184 cm3,Dízel,Kishaszon,Új,Eladó,3 fő,Manuális
1 km,140 LE,2184 cm3,Dízel,Kishaszon,Új,Eladó,3 fő,Manuális
1 km,140 LE,2184 cm3,Dízel,Kishaszon,Új,Eladó,3 fő,Manuális
1 km,140 LE,2184 cm3,Dízel,Kishaszon,Új,Eladó,3 fő,Manuális
8 km,108 LE,1968 cm3,Dízel,Kishaszon,Új,Eladó,4 ajtós,3 fő
1 km,131 LE,1998 cm3,Dízel,Kishaszon,Új,Eladó,3 fő,Manuális
1 km,131 LE,1998 cm3,Dízel,Kishaszon,Új,Eladó,3 fő,Manuális
1 km,131 LE,1998 cm3,Dízel,Kishaszon,Új,Eladó,3 fő,Manuális
1 km,131 LE,1998 cm3,Dízel,Kishaszon,Új,Eladó,3 fő,Manuális
1 km,131 LE,1998 cm3,Dízel,Kishaszon,Új,Eladó,3 fő,Manuális
5 km,128 LE,1332 cm3,Benzin,Egyterű,Új,Eladó,5 ajtós,5 fő,Manuális
5 km,128 LE,1332 cm3,Benzin,Egyterű,Új,Eladó,5 ajtós,5 fő,Manuális
1 km,116 LE,1462 cm3,Hibrid,Crossover,Új,Eladó,5 fő
1 km,116 LE,1462 cm3,Hibrid,Crossover,Új,Eladó,5 fő
146 478 km,150 LE,2393 cm3,Dízel,Pickup,Használt,Eladó,4 ajtós,5 fő,Manuális
12 km,102 LE,1499 cm3,Dízel,Nincs adat a kivitelről,Új,Eladó,Manuális
12 km,102 LE,1499 cm3,Dízel,Nincs adat a kivitelről,Új,Eladó,Manuális
3 km,128 LE,1199 cm3,Benzin,Kombi,Új,Eladó,5 ajtós,5 fő,Tiptronic
0 km,91 LE,1490 cm3,Hibrid,Crossover,Új,Eladó,5 ajtós,5 fő,Fokozatmentes
5 km,116 LE,1461 cm3,Dízel,Nincs adat a kivitelről,Új,Eladó,Manuális
1 km,131 LE,1998 cm3,Dízel,Kishaszon,Új,Eladó,3 fő,Manuális
1 km,131 LE,1998 cm3,Dízel,Kishaszon,Új,Eladó,3 fő,Manuális
0 km,128 LE,1199 cm3,Benzin,Crossover,Új,Eladó,5 ajtós,7 fő,Manuális
0 km,155 LE,999 cm3,Benzin,Kombi,Új,Eladó,Manuális
0 km,155 LE,999 cm3,Benzin,Kombi,Új,Eladó,Manuális
0 km,155 LE,999 cm3,Benzin,Kombi,Új,Eladó,Manuális
0 km,155 LE,999 cm3,Benzin,Kombi,Új,Eladó,Manuális
0 km,155 LE,999 cm3,Benzin,Kombi,Új,Eladó,Manuális
0 km,155 LE,999 cm3,Benzin,Kombi,Új,Eladó,Manuális
0 km,155 LE,999 cm3,Benzin,Kombi,Új,Eladó,Manuális
0 km,155 LE,999 cm3,Benzin,Kombi,Új,Eladó,Manuális
4 km,138 LE,2184 cm3,Dízel,Kishaszon,Új,Eladó,4 ajtós,3 fő,Manuális
2 km,125 LE,999 cm3,Benzin,Kombi,Új,Eladó,5 ajtós,5 fő,Automata
10 km,187 LE,1998 cm3,Benzin,Crossover,Új,Eladó,5 ajtós,5 fő,Manuális
10 km,150 LE,1998 cm3,Benzin,Crossover,Új,Eladó,5 ajtós,5 fő,Manuális
1 km,120 LE,2179 cm3,Dízel,Kishaszon,Új,Eladó,4 ajtós,3 fő,Manuális
1 km,131 LE,1998 cm3,Dízel,Kishaszon,Új,Eladó,3 fő,Manuális
1 km,131 LE,1998 cm3,Dízel,Kishaszon,Új,Eladó,3 fő,Manuális
1 km,131 LE,1998 cm3,Dízel,Kishaszon,Új,Eladó,3 fő,Manuális
1 km,131 LE,1998 cm3,Dízel,Kishaszon,Új,Eladó,3 fő,Manuális
1 km,131 LE,1998 cm3,Dízel,Kishaszon,Új,Eladó,3 fő,Manuális
1 km,131 LE,1998 cm3,Dízel,Kishaszon,Új,Eladó,3 fő,Manuális
1 km,131 LE,1998 cm3,Dízel,Kishaszon,Új,Eladó,3 fő,Manuális
1 km,131 LE,1998 cm3,Dízel,Kishaszon,Új,Eladó,3 fő,Manuális
1 km,131 LE,1998 cm3,Dízel,Kishaszon,Új,Eladó,3 fő,Manuális
1 km,131 LE,1998 cm3,Dízel,Kishaszon,Új,Eladó,3 fő,Manuális
1 km,131 LE,1998 cm3,Dízel,Kishaszon,Új,Eladó,3 fő,Manuális
58 551 km,140 LE,1499 cm3,Benzin,Ferdehátú,Használt,Eladó,5 ajtós,5 fő,Automata
3 km,162 LE,2179 cm3,Dízel,Kishaszon,Új,Eladó,4 ajtós,3 fő
1 km,140 LE,1332 cm3,Benzin,Crossover,Új,Eladó
1 km,140 LE,1333 cm3,Hibrid,Crossover,Új,Eladó,5 fő
1 km,140 LE,1333 cm3,Hibrid,Crossover,Új,Eladó,5 fő
1 km,150 LE,1498 cm3,Benzin,Crossover,Új,Eladó,5 ajtós,5 fő,Manuális
1 km,150 LE,1997 cm3,Dízel,Kishaszon,Új,Eladó,3 fő,Manuális
1 km,150 LE,1997 cm3,Dízel,Kishaszon,Új,Eladó,3 fő,Manuális
1 km,150 LE,1997 cm3,Dízel,Kishaszon,Új,Eladó,3 fő,Manuális
1 km,150 LE,1499 cm3,Benzin,Crossover,Új,Eladó,5 fő,Manuális
1 km,150 LE,1499 cm3,Benzin,Crossover,Új,Eladó,5 fő,Manuális
1 km,150 LE,1499 cm3,Benzin,Crossover,Új,Eladó,5 fő,Manuális
1 km,150 LE,1497 cm3,Benzin,Crossover,Új,Eladó,5 fő,Manuális
1 km,131 LE,1998 cm3,Dízel,Kishaszon,Új,Eladó,2 ajtós,3 fő,Manuális
1 km,131 LE,1998 cm3,Dízel,Kishaszon,Új,Eladó,2 ajtós,3 fő,Manuális
10 km,150 LE,1998 cm3,Benzin,Ferdehátú,Új,Eladó,5 ajtós,5 fő,Manuális
1 km,131 LE,1998 cm3,Dízel,Kishaszon,Új,Eladó,3 fő,Manuális
1 km,131 LE,1998 cm3,Dízel,Kishaszon,Új,Eladó,3 fő,Manuális
1 km,170 LE,1996 cm3,Dízel,Nincs adat a kivitelről,Új,Eladó,Manuális
2 km,140 LE,2184 cm3,Dízel,Kishaszon,Új,Eladó,4 ajtós,3 fő,Manuális
7 km,131 LE,1199 cm3,Benzin,Ferdehátú,Új,Eladó,Manuális
0 km,131 LE,1499 cm3,Dízel,Kombi,Új,Eladó,5 ajtós,5 fő,Manuális
0 km,129 LE,1477 cm3,Benzin,Crossover,Új,Eladó,Automata
1 km,125 LE,999 cm3,Benzin,Kombi,Új,Eladó,Manuális
12 km,120 LE,1499 cm3,Dízel,Nincs adat a kivitelről,Új,Eladó,Manuális
1 km,125 LE,999 cm3,Benzin,Kombi,Új,Eladó,Manuális
1 km,125 LE,999 cm3,Benzin,Kombi,Új,Eladó,Manuális
1 km,125 LE,999 cm3,Benzin,Kombi,Új,Eladó,Manuális
1 km,125 LE,999 cm3,Benzin,Kombi,Új,Eladó,Manuális
45 291 km,290 LE,1984 cm3,Benzin,Ferdehátú,Használt,Eladó,5 ajtós,5 fő,Automata
0 km,120 LE,1499 cm3,Dízel,Nincs adat a kivitelről,Új,Eladó,Manuális
8 km,150 LE,1498 cm3,Benzin,Crossover,Új,Eladó,5 ajtós,5 fő,Automata
1 150 km,98 LE,1798 cm3,Benzin,Crossover,Új,Eladó,5 ajtós,5 fő,Fokozatmentes
2 km,128 LE,1499 cm3,Dízel,Crossover,Új,Eladó,5 ajtós,5 fő,Tiptronic
0 km,131 LE,1199 cm3,Benzin,Nincs adat a kivitelről,Új,Eladó,Automata
0 km,122 LE,1998 cm3,Benzin,Crossover,Új,Eladó,5 ajtós,5 fő,Tiptronic
1 km,122 LE,1998 cm3,Hibrid,Ferdehátú,Új,Eladó,5 ajtós,5 fő,Manuális
1 km,106 LE,1995 cm3,Dízel,Nincs adat a kivitelről,Új,Eladó,Manuális
1 km,140 LE,1333 cm3,Hibrid,Crossover,Új,Eladó,5 fő,Automata
1 km,131 LE,1998 cm3,Dízel,Kishaszon,Új,Eladó,3 fő,Manuális
1 km,131 LE,1998 cm3,Dízel,Kishaszon,Új,Eladó,3 fő,Manuális
1 km,131 LE,1998 cm3,Dízel,Kishaszon,Új,Eladó,3 fő,Manuális
0 km,128 LE,1199 cm3,Benzin,Crossover,Új,Eladó,5 ajtós,7 fő,Manuális
5 km,140 LE,2179 cm3,Dízel,Nincs adat a kivitelről,Új,Eladó,Manuális
5 km,128 LE,1199 cm3,Benzin,Crossover,Új,Eladó,5 ajtós,7 fő,Manuális
5 km,106 LE,1995 cm3,Dízel,Nincs adat a kivitelről,Új,Eladó,Manuális
5 km,106 LE,1995 cm3,Dízel,Nincs adat a kivitelről,Új,Eladó,Manuális
5 km,106 LE,1995 cm3,Dízel,Nincs adat a kivitelről,Új,Eladó,Manuális
1 km,131 LE,1998 cm3,Dízel,Kishaszon,Új,Eladó,3 fő,Manuális
97 531 km,239 LE,1968 cm3,Dízel,Lépcsőshátú,Használt,Eladó,5 fő
27 000 km,174 LE,1995 cm3,Dízel,Lépcsőshátú,Használt,Eladó,5 fő
28 340 km,174 LE,1995 cm3,Dízel,Lépcsőshátú,Használt,Eladó,5 fő
14 535 km,150 LE,1498 cm3,Benzin,Kombi,Használt,Eladó,5 fő
6 000 km,91 LE,1598 cm3,Hibrid,Ferdehátú,Új,Eladó,5 ajtós,5 fő,Fokozatmentes
3 877 km,134 LE,Elektr.,Ferdehátú,Új,Eladó,5 ajtós,5 fő,Fokozatmentes
1 km,95 LE,Elektr.,Ferdehátú,Új,Eladó,3 ajtós,4 fő,Fokozatmentes
10 km,150 LE,1498 cm3,Benzin,Eladó,5 ajtós,5 fő,Automata
6 km,150 LE,1498 cm3,Benzin,Crossover,Új,Eladó,5 ajtós,5 fő,Duplakuplung
181 247 km,265 LE,2993 cm3,Dízel,Lépcsőshátú,Használt,Eladó,4 ajtós,5 fő,Tiptronic
18 397 km,150 LE,1968 cm3,Dízel,Kombi,Használt,Eladó,5 ajtós,5 fő,Duplakuplung
65 771 km,190 LE,1984 cm3,Benzin,Nincs adat a kivitelről,Használt,Eladó,4 ajtós,5 fő,Automata
20 km,131 LE,1995 cm3,Dízel,Nincs adat a kivitelről,Új,Eladó,Manuális
20 km,131 LE,1995 cm3,Dízel,Nincs adat a kivitelről,Új,Eladó,Manuális
0 km,150 LE,1598 cm3,Benzin,Crossover,Új,Eladó,5 ajtós,5 fő,Manuális
1 km,102 LE,1499 cm3,Dízel,Nincs adat a kivitelről,Új,Eladó,Manuális
10 km,110 LE,999 cm3,Benzin,Kombi,Új,Eladó,5 ajtós,5 fő,Automata
1 km,107 LE,1498 cm3,Hibrid,Egyterű,Új,Eladó,5 ajtós,5 fő,Fokozatmentes
1 km,107 LE,1498 cm3,Benzin,Ferdehátú,Új,Eladó,5 ajtós,5 fő,Fokozatmentes
5 km,131 LE,1995 cm3,Dízel,Nincs adat a kivitelről,Új,Eladó,Manuális
1 km,140 LE,1333 cm3,Hibrid,Crossover,Új,Eladó,5 fő,Manuális
1 km,170 LE,1996 cm3,Dízel,Pickup,Új,Eladó,5 fő,Manuális
1 km,131 LE,1199 cm3,Benzin,Crossover,Új,Eladó,5 ajtós,5 fő
1 km,98 LE,1798 cm3,Hibrid,Kombi,Új,Eladó,5 fő,Automata
5 km,152 LE,1987 cm3,Benzin,Crossover,Új,Eladó,5 ajtós,Fokozatmentes
5 km,99 LE,1199 cm3,Benzin,Crossover,Új,Eladó,5 fő,Manuális
10 km,150 LE,1998 cm3,Benzin,Crossover,Új,Eladó,5 ajtós,5 fő,Manuális
2 800 km,150 LE,1498 cm3,Benzin,Crossover,Új,Eladó,5 ajtós,5 fő,Automata
3 km,138 LE,1997 cm3,Dízel,Kishaszon,Új,Eladó,4 ajtós,3 fő
1 km,99 LE,1199 cm3,Benzin,Crossover,Új,Eladó,5 fő,Manuális
2 km,131 LE,1199 cm3,Benzin,Crossover,Új,Eladó,5 ajtós,5 fő
1 km,131 LE,1199 cm3,Benzin,Crossover,Új,Eladó,5 ajtós,5 fő,Manuális
0 km,147 LE,1498 cm3,Benzin,Crossover,Új,Eladó,5 ajtós,5 fő,Automata
5 km,94 LE,1598 cm3,Benzin,Crossover,Új,Eladó,5 ajtós,5 fő,Fokozatmentes
8 km,147 LE,1498 cm3,Benzin,Kombi,Új,Eladó,5 ajtós,5 fő,Automata
30 km,150 LE,1498 cm3,Benzin,Kombi,Új,Eladó,5 ajtós,5 fő,Duplakuplung
5 km,186 LE,1998 cm3,Benzin,Lépcsőshátú,Új,Eladó,4 ajtós,5 fő,Manuális
5 km,140 LE,1332 cm3,Benzin,Nincs adat a kivitelről,Új,Eladó,5 ajtós,7 fő
13 km,120 LE,2179 cm3,Dízel,Nincs adat a kivitelről,Új,Eladó,Manuális
20 km,140 LE,2179 cm3,Dízel,Nincs adat a kivitelről,Új,Eladó,Manuális
0 km,120 LE,2179 cm3,Dízel,Nincs adat a kivitelről,Új,Eladó,Manuális
0 km,120 LE,2179 cm3,Dízel,Nincs adat a kivitelről,Új,Eladó,Manuális
0 km,120 LE,2179 cm3,Dízel,Nincs adat a kivitelről,Új,Eladó,Manuális
0 km,131 LE,1499 cm3,Dízel,Ferdehátú,Új,Eladó,Automata
0 km,131 LE,1499 cm3,Dízel,Ferdehátú,Új,Eladó,Automata
7 km,150 LE,1598 cm3,Benzin,Crossover,Új,Eladó,5 ajtós,5 fő,Manuális
5 km,131 LE,1199 cm3,Benzin,Crossover,Új,Eladó,5 ajtós,7 fő,Manuális
0 km,150 LE,1998 cm3,Benzin,Ferdehátú,Új,Eladó,5 ajtós,5 fő,Tiptronic
5 km,122 LE,1998 cm3,Benzin,Ferdehátú,Új,Eladó,5 ajtós,5 fő,Tiptronic
520 km,136 LE,Elektr.,Kishaszon,Új,Eladó,4 ajtós,3 fő,Fokozatmentes
1 km,170 LE,1996 cm3,Dízel,Nincs adat a kivitelről,Új,Eladó,Manuális
1 km,170 LE,1996 cm3,Dízel,Nincs adat a kivitelről,Új,Eladó,Manuális
1 km,170 LE,1996 cm3,Dízel,Nincs adat a kivitelről,Új,Eladó,Manuális
10 km,122 LE,1998 cm3,Benzin,Crossover,Új,Eladó,5 ajtós,5 fő,Tiptronic
1 km,122 LE,1998 cm3,Benzin,Ferdehátú,Új,Eladó,5 ajtós,5 fő,Tiptronic
1 km,163 LE,1898 cm3,Dízel,Kishaszon,Új,Eladó,4 ajtós,5 fő,Manuális
7 km,150 LE,1598 cm3,Benzin,Nincs adat a kivitelről,Új,Eladó,5 ajtós,5 fő,Manuális
6 km,150 LE,1598 cm3,Benzin,Crossover,Új,Eladó,5 ajtós,5 fő,Manuális
6 km,150 LE,1598 cm3,Benzin,Crossover,Új,Eladó,5 ajtós,5 fő,Manuális
0 km,147 LE,1598 cm3,Benzin,Crossover,Új,Eladó,5 ajtós,5 fő,Manuális
3 km,131 LE,1995 cm3,Dízel,Nincs adat a kivitelről,Új,Eladó,Manuális
3 km,131 LE,1995 cm3,Dízel,Nincs adat a kivitelről,Új,Eladó,Manuális
5 km,98 LE,1798 cm3,Benzin,Nincs adat a kivitelről,Új,Eladó,5 ajtós,5 fő,Fokozatmentes
0 km,98 LE,1798 cm3,Hibrid,Crossover,Új,Eladó,5 ajtós,5 fő,Automata
0 km,129 LE,1477 cm3,Benzin,Crossover,Új,Eladó,Automata
5 km,163 LE,1898 cm3,Dízel,Kishaszon,Új,Eladó,4 ajtós,5 fő,Manuális
7 km,163 LE,1898 cm3,Dízel,Kishaszon,Új,Eladó,4 ajtós,5 fő,Manuális
43 334 km,190 LE,1984 cm3,Benzin,Ferdehátú,Használt,Eladó,5 fő
1 km,131 LE,1998 cm3,Dízel,Kishaszon,Új,Eladó,7 fő,Manuális
